# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
wiiware	Phoenix Wright : Ace Attorney : Trials and Tribula (USA)	90	38	wiiware	./roms/Phoenix Wright - Ace Attorney Trials and Tribulations (USA).wad
wiiware	Family & Friends Party (USA) (v257)	90	25	wiiware	./roms/Family & Friends Party (USA) (v257).wad
wiiware	ZZZ(notgame):Succès au Primaire : Mathématiques CM 1 (Europe)	90	30	wiiware	./roms/Successfully Learning Mathematics - Year 5 (Europe).wad
wonderswancolor	SNK vs. Capcom - The Match of the Millennium (World) (En,Ja)	90	2	ngpc	./roms/SNK vs. Capcom - The Match of the Millennium (World) (En,Ja).zip
wonderswancolor	SNK vs. Capcom Gekitotsu Card Fighters : Capcom Supporters Version (USA, Europe)	90	1	ngpc	./roms/SNK vs. Capcom - Card Fighters' Clash - Capcom Version (USA, Europe).zip
wonderswancolor	SNK vs. Capcom : Card Fighter's Clash - SNK Version (USA, Europe)	90	1	ngpc	./roms/SNK vs. Capcom - Card Fighters' Clash - SNK Version (USA, Europe).zip
wonderswancolor	Sonic the Hedgehog - Pocket Adventure (World)	90	1	ngpc	./roms/Sonic the Hedgehog - Pocket Adventure (World).zip
wonderswancolor	Kidou Senshi Gundam Vol. 3 - A Baoa Qu (Japan)	90	4	wswanc	./roms/Kidou Senshi Gundam Vol. 3 - A Baoa Qu (Japan).zip
xbox	Baldur's Gate : Dark Alliance II	90	2808	xbox	./roms/Baldur's Gate - Dark Alliance II (USA).iso
xbox	Buffy The Vampire Slayer	90	4055	xbox	./roms/Buffy the Vampire Slayer (USA).iso
xbox	Conker : Live & Reloaded	90	4758	xbox	./roms/Conker - Live & Reloaded (USA) (En,Ja,Fr,De,Es,It).iso
xbox	Forza Motorsport	90	3573	xbox	./roms/Forza Motorsport (USA) (En,Ja,Fr,De,Es,It,Pt,Zh,Ko) (Rev 1).iso
xbox360	Darkest Of Days	90	2714	xbox360	./roms/Darkest of Days.iso
xbox360	Dead Space	90	6841	xbox360	./roms/Dead Space.iso
xbox360	Gears Of War 2	90	6707	xbox360	./roms/Gears of War 2.iso
xbox360	Halo: Combat Evolved  Anniversary	90	7895	xbox360	./roms/Halo - Combat Evolved Anniversary.iso
xbox360	Halo Reach	90	6991	xbox360	./roms/Halo Reach.iso
zxspectrum	Kosmic Kanga (Europe)	90	0	zxspectrum	./roms/Kosmic Kanga (Europe).zip
zxspectrum	The Lords of Midnight (Europe)	90	0	zxspectrum	./roms/Lords of Midnight, The (Europe).zip
zxspectrum	Platoon (Europe)	90	0	zxspectrum	./roms/Platoon (Europe).zip
zxspectrum	Spy vs Spy (Europe)	90	0	zxspectrum	./roms/Spy vs Spy (Europe).zip
zxspectrum	Uridium (Europe)	90	0	zxspectrum	./roms/Uridium (Europe).zip
zxspectrum	WWF Wrestle Mania (Europe)	90	0	zxspectrum	./roms/WWF Wrestle Mania (Europe).zip
zxspectrum	Back to Skool (Europe)	90	0	zxspectrum	./roms/Back to Skool (Europe).zip
zxspectrum	Booty (Europe)	90	0	zxspectrum	./roms/Booty (Europe).zip
zxspectrum	Bruce Lee (Europe)	90	0	zxspectrum	./roms/Bruce Lee (Europe).zip
zxspectrum	Bubble Bobble (Europe)	90	0	zxspectrum	./roms/Bubble Bobble (Europe).zip
zxspectrum	Cybernoid : The Fighting Machine (Europe)	90	0	zxspectrum	./roms/Cybernoid - The Fighting Machine (Europe).zip
zxspectrum	Livingstone, I Presume? (Europe)	90	0	zxspectrum	./roms/Livingstone, I Presume (Europe).zip
zxspectrum	A.M.C. : Astro Marine Corps (Side B) (Europe)	90	0	zxspectrum	./roms/Astro Marine Corps (Side B) (Europe).zip
3do	Demolition Man (USA)	85	336	3do	./roms/USA/Demolition Man (USA).chd
3do	Peter Frankel - Puzzle No Tou (Japan)	85	216	3do	./roms/Japan/Peter Frankl - Puzzle no Tou (Japan).chd
3do	Flashback (USA)	85	153	3do	./roms/USA/Flashback - The Quest for Identity (USA).chd
3do	Sewer Shark (USA)	85	533	3do	./roms/USA/Sewer Shark (USA).chd
3do	Shock Wave (USA)	85	357	3do	./roms/USA/Shockwave - Invasion Earth 2019 (USA).chd
3do	Super Street Fighter II Turbo (USA)	85	201	3do	./roms/USA/Super Street Fighter II Turbo (USA).chd
3do	Wing Commander III : Heart of the Tiger (USA) (Disc 4)	85	582	3do	./roms/USA/Wing Commander III - Heart of the Tiger (USA) (Disc 4).chd
3do	The Need for Speed (USA, Europe)	85	353	3do	./roms/USA/Need for Speed, The (USA, Europe).chd
amiga500	Black Crypt	85	1	amiga500	./roms/Black Crypt.zip
amiga500	Castle Master	85	0	amiga500	./roms/Castle Master.zip
amiga500	Chicago 90	85	0	amiga500	./roms/Chicago 90.zip
amiga500	Coala	85	1	amiga500	./roms/Coala.zip
amiga500	Continental Circus	85	0	amiga500	./roms/Continental Circus.zip
amiga500	Deluxe Galaga	85	1	amiga500	./roms/Deluxe Galaga.zip
amiga500	Dimo's Quest	85	1	amiga500	./roms/Dimo's Quest.zip
amiga500	Double Dragon II : The Revenge	85	1	amiga500	./roms/Double Dragon II  The Revenge.zip
amiga500	Dyna Blaster	85	1	amiga500	./roms/Dyna Blaster.zip
amiga500	Final Fight	85	1	amiga500	./roms/Final Fight.zip
amiga500	Fire & Ice : The Daring Adventures of Cool Coyote	85	1	amiga500	./roms/Fire & Ice - The Daring Adventures of Cool Coyote.zip
amiga500	First Samurai	85	1	amiga500	./roms/First Samurai.zip
amiga500	Flashback	85	2	amiga500	./roms/Flashback.zip
amiga500	Gobliiins	85	1	amiga500	./roms/Gobliiins.zip
amiga500	Ikari Warriors	85	0	amiga500	./roms/Ikari Warriors.zip
amiga500	Katakis [EU]	85	1	amiga500	./roms/Katakis [EU].zip
amiga500	Krusty's Fun House	85	0	amiga500	./roms/Krusty's Fun House.zip
amiga500	Lancelot	85	1	amiga500	./roms/Lancelot.zip
amiga500	Lionheart	85	3	amiga500	./roms/Lionheart.zip
amiga500	MicroProse Formula One Grand Prix [EU]	85	1	amiga500	./roms/MicroProse Formula One Grand Prix [EU].zip
amiga500	Monkey Island 2 : LeChuck's Revenge	85	6	amiga500	./roms/Monkey Island 2  LeChuck's Revenge.zip
amiga500	Mr. Nutz : Hoppin' Mad	85	2	amiga500	./roms/Mr. Nutz - Hoppin' Mad.zip
amiga500	Nicky 2	85	1	amiga500	./roms/Nicky 2.zip
amiga500	Ork	85	1	amiga500	./roms/Ork.zip
amiga500	Oscar	85	2	amiga500	./roms/Oscar.zip
amiga500	PGA European Tour [EU]	85	1	amiga500	./roms/Pga European Tour [EU].zip
amiga500	Pinball Illusions	85	3	amiga500	./roms/Pinball Illusions.zip
amiga500	Qwak	85	0	amiga500	./roms/Qwak.zip
amiga500	Rampart	85	1	amiga500	./roms/Rampart.zip
amiga500	Roadkill	85	2	amiga500	./roms/Roadkill.zip
amiga500	Rubicon	85	1	amiga500	./roms/Rubicon.zip
amiga500	Ruff 'n' Tumble	85	2	amiga500	./roms/Ruff 'n' Tumble.zip
amiga500	Shadow of the Beast	85	1	amiga500	./roms/Shadow of the Beast.zip
amiga500	Slam Tilt - The Pinball Game	85	4	amiga500	./roms/Slam Tilt.zip
amiga500	Soccer Kid [EU]	85	4	amiga500	./roms/Soccer Kid [EU].zip
amiga500	Space Gun	85	1	amiga500	./roms/Space Gun.zip
amiga500	Speedball 2 : Brutal Deluxe	85	1	amiga500	./roms/Speedball 2  Brutal Deluxe.zip
amiga500	Stardust	85	2	amiga500	./roms/Stardust.zip
amiga500	Stunt Track Racer	85	0	amiga500	./roms/Stunt Track Racer.zip
amiga500	The Immortal	85	1	amiga500	./roms/The Immortal.zip
amiga500	Traps 'n Treasures	85	1	amiga500	./roms/Traps 'n Treasures.zip
amiga500	Wayne Gretzky Hockey	85	1	amiga500	./roms/Wayne Gretzky Hockey.zip
amiga500	World Class Rugby	85	0	amiga500	./roms/World Class Rugby.zip
amiga500	Worms - The Director's Cut	85	2	amiga500	./roms/Worms - The Director's Cut.zip
amiga500	Zool 2 [EU]	85	1	amiga500	./roms/Zool 2 [EU].zip
amiga500	Captain Blood	85	0	amiga500	./roms/Captain Blood.zip
amiga500	Civilization	85	2	amiga500	./roms/Civilization.zip
amiga500	Desert Strike : Return to the Gulf	85	2	amiga500	./roms/Desert Strike  Return to the Gulf.zip
amiga500	1943 - The Battle Of Midway	85	0	amiga500	./roms/1943 - The Battle Of Midway.zip
amstradcpc	Agent Orange (E)	85	0	amstradcpc	./roms/Agent Orange (E).zip
amstradcpc	Arkanoid (E)	85	0	amstradcpc	./roms/Arkanoid (E).zip
amstradcpc	Bomb Jack 2 (E)	85	0	amstradcpc	./roms/Bomb Jack II (E).zip
amstradcpc	Captain Blood (E,F,G,I,S)	85	0	amstradcpc	./roms/Captain Blood (E,F,G,I,S).zip
amstradcpc	Double Dragon 3 - The Rosetta Stone (E)	85	0	amstradcpc	./roms/Double Dragon III - The Rosetta Stone (E) - Disk 1B.zip
amstradcpc	Gauntlet 2 (E)	85	0	amstradcpc	./roms/Gauntlet II (E).zip
amstradcpc	Ghouls 'n Ghosts (E)	85	0	amstradcpc	./roms/Ghouls 'n Ghosts (E).zip
amstradcpc	Green Beret (E)	85	0	amstradcpc	./roms/Green Beret (E).zip
amstradcpc	Gryzor (E)	85	0	amstradcpc	./roms/Gryzor (E).zip
amstradcpc	Hobbit, The (E)	85	0	amstradcpc	./roms/Hobbit (E), The.zip
amstradcpc	Hostages (E)	85	0	amstradcpc	./roms/Hostages (E) - Disk 1B.zip
amstradcpc	Mission Genocide (E)	85	0	amstradcpc	./roms/Mission Genocide (E).zip
amstradcpc	Prince Of Persia (E)	85	0	amstradcpc	./roms/Prince of Persia (E).zip
amstradcpc	Renegade (E)	85	0	amstradcpc	./roms/Renegade (E).zip
amstradcpc	The Rocky Horror Show (E)	85	0	amstradcpc	./roms/Rocky Horror Show (E), The.zip
amstradcpc	Spherical (E)	85	0	amstradcpc	./roms/Spherical (E) - Disk 1B.zip
amstradcpc	Super Trux (E)	85	0	amstradcpc	./roms/Super Trux (E).zip
amstradcpc	Tetris (E)	85	0	amstradcpc	./roms/Tetris (E).zip
amstradcpc	Untouchables (E)	85	0	amstradcpc	./roms/Untouchables (E), The - Disk 1B.zip
amstradcpc	Xenon (E)	85	0	amstradcpc	./roms/Xenon (E).zip
atari2600	Thrust (USA) (Unl)	85	0	atari2600	./roms/Thrust+ DC Edition (USA) (Unl).zip
atari2600	Pitfall II : Lost Caverns (USA)	85	0	atari2600	./roms/Pitfall II - Lost Caverns (USA).zip
atari2600	Road Runner (USA)	85	0	atari2600	./roms/Road Runner (USA).zip
atari2600	Tac-Scan (USA)	85	0	atari2600	./roms/Tac-Scan (USA).zip
atari2600	Frogger II : Threeedeep! (USA)	85	0	atari2600	./roms/Frogger II - Threeedeep! (USA).zip
atari5200	Frogger II : Threeedeep! (USA)	85	0	atari5200	./roms/Frogger II - Threeedeep! (USA).zip
atari5200	Joust (USA)	85	0	atari5200	./roms/Joust (USA).zip
atari5200	Centipede (USA)	85	0	atari5200	./roms/Centipede (USA).zip
atari5200	Keystone Kapers (USA)	85	0	atari5200	./roms/Keystone Kapers (USA).zip
atari5200	Pengo (USA)	85	0	atari5200	./roms/Pengo (USA).zip
atari5200	Vanguard (USA)	85	0	atari5200	./roms/Vanguard (USA).zip
atari5200	Castle Blast (USA) (Unl)	85	0	atari5200	./roms/Castle Blast (USA) (Unl).zip
atari5200	Blue Print (USA)	85	0	atari5200	./roms/Blue Print (USA).zip
atari7800	Crossbow (USA)	85	0	atari7800	./roms/Crossbow (USA).7z
atari7800	Midnight Mutants (USA)	85	0	atari7800	./roms/Midnight Mutants (USA).7z
atari7800	Centipede (USA)	85	0	atari7800	./roms/Centipede (USA).7z
atari7800	Klax (USA) (Proto)	85	0	atari7800	./roms/Klax (USA) (Proto).zip
c64	10th Frame (USA)	85	0	c64	./roms/10th Frame (USA).zip
c64	Action Biker (Europe)	85	0	c64	./roms/Action Biker (Europe).zip
c64	After Burner (USA)	85	0	c64	./roms/Afterburner (USA).zip
c64	Battle Valley (Europe)	85	0	c64	./roms/Battle Valley (Europe).zip
c64	Blade Runner (Europe)	85	0	c64	./roms/Blade Runner (Europe).zip
c64	Blasteroids (Europe)	85	0	c64	./roms/Blasteroids (Europe).zip
c64	Bubble Bobble (Europe)	85	0	c64	./roms/Bubble Bobble (Europe).zip
c64	C64anabalt (Ghormak) (Europe) (Unl)	85	0	c64	./roms/C64anabalt (Ghormak) (Europe) (Unl).zip
c64	The Castles of Doctor Creep (USA)	85	0	c64	./roms/Castles of Doctor Creep , The (USA).zip
c64	Chop N' Drop (USA)	85	0	c64	./roms/Chop n' Drop (USA).zip
c64	Collapse (Europe)	85	0	c64	./roms/Collapse (Europe).zip
c64	Deadline (Infocom) (USA)	85	0	c64	./roms/Deadline (Infocom) (USA).zip
c64	Ghosts 'n Goblins (Europe)	85	0	c64	./roms/Ghosts'n Goblins (Europe).zip
c64	H.E.R.O. - Helicopter Emergency Rescue Operation (USA)	85	0	c64	./roms/HERO - Helicopter Emergency Rescue Operation (USA).zip
c64	Magic Johnson's Basketball (Europe)	85	0	c64	./roms/Magic Johnson's Basketball (Europe).zip
c64	Mega-Apocalypse (Europe)	85	0	c64	./roms/Mega-Apocalypse (Europe).zip
c64	Octapolis (Europe)	85	0	c64	./roms/Octapolis (Europe).zip
c64	Raid Over Moscow (USA)	85	0	c64	./roms/Raid over Moscow (USA).zip
c64	Samurai Warrior - The Battles of Usagi Yojimbo (Europe)	85	0	c64	./roms/Samurai Warrior - The Battles of Usagi Yojimbo (Europe).zip
c64	Split Personalities (Europe)	85	0	c64	./roms/Split Personalities (Europe).zip
c64	Wicked (Europe)	85	0	c64	./roms/Wicked (Europe).zip
c64	Wizball (USA)	85	0	c64	./roms/Wizball (USA).zip
c64	Z-Pilot (Europe)	85	0	c64	./roms/Z (Europe).zip
colecovision	Burgertime (USA, Europe)	85	0	colecovision	./roms/BurgerTime (USA, Europe).zip
colecovision	Jumpman Junior (USA)	85	0	colecovision	./roms/Jumpman Junior (USA).zip
colecovision	Smurf: Paint 'n' Play Workshop (USA, Europe)	85	0	colecovision	./roms/Smurf Paint 'n Play Workshop (USA, Europe).zip
colecovision	DragonFire (USA)	85	0	colecovision	./roms/DragonFire (USA).zip
colecovision	Gorf (USA, Europe)	85	0	colecovision	./roms/Gorf (USA, Europe).zip
colecovision	Frenzy (USA, Europe)	85	0	colecovision	./roms/Frenzy! (USA, Europe).zip
dc	F355 Challenge : Passione Rossa (USA)	85	343	dreamcast	./roms/F355 Challenge - Passione Rossa (USA).chd
dc	Fatal Fury : Mark of the Wolves (USA)	85	507	dreamcast	./roms/Fatal Fury - Mark of the Wolves (USA).chd
dc	The House of the Dead 2 (USA)	85	561	dreamcast	./roms/House of the Dead 2, The (USA).chd
dc	Power Stone 2 (USA)	85	357	dreamcast	./roms/Power Stone 2 (USA).chd
dc	Ready 2 Rumble Boxing (USA)	85	966	dreamcast	./roms/Ready 2 Rumble Boxing (USA).chd
dc	Super Street Fighter II X for Matching Service (Japan)	85	199	dreamcast	./roms/Super Street Fighter 2 X (Japan).chd
dc	Tony Hawk's Pro Skater (USA)	85	476	dreamcast	./roms/Tony Hawk's Pro Skater (USA).chd
dc	TrickStyle (USA)	85	443	dreamcast	./roms/TrickStyle (USA).chd
dc	The Typing of the Dead (USA)	85	1111	dreamcast	./roms/Typing of the Dead, The (USA).chd
dc	Vampire Chronicle for Matching Service (Japan)	85	1069	dreamcast	./roms/Vampire Chronicle for Matching Service (Japan).chd
dc	Alone in the Dark : The New Nightmare (USA) (Disc 1)	85	953	dreamcast	./roms/Alone in the Dark - The New Nightmare (USA) (Disc 1).chd
dc	Giant Gram : Zen Nihon Pro Wres 2 in Nihon Budoukan (Japan)	85	309	dreamcast	./roms/Giant Gram - All-Japan Pro Wrestling 2 (Japan).chd
dc	NFL 2K1 (USA)	85	875	dreamcast	./roms/NFL 2K1 (USA).chd
dc	Resident Evil 2 (USA) (Disc 1)	85	876	dreamcast	./roms/Resident Evil 2 (USA) (Disc 1).chd
dc	Sega Rally 2 (USA)	85	827	dreamcast	./roms/Sega Rally Championship 2 (USA).chd
dc	Stupid Invaders : The Epic Adventure of Five Incredibly Stupid Aliens (USA) (Disc 2)	85	1082	dreamcast	./roms/Stupid Invaders (USA) (Disc 2).chd
dc	Ecco the Dolphin : Defender of the Future (USA)	85	776	dreamcast	./roms/Ecco the Dolphin - Defender of the Future (USA).chd
dc	Marvel vs. Capcom 2 (USA)	85	223	dreamcast	./roms/Marvel vs. Capcom 2 (USA).chd
dc	NFL 2K2 (USA)	85	889	dreamcast	./roms/NFL 2K2 (USA).chd
dc	Hoyle Casino (USA)	85	379	dreamcast	./roms/Hoyle Casino (USA).chd
dc	NBA 2K (USA)	85	634	dreamcast	./roms/NBA 2K (USA).chd
dc	NFL 2K (USA)	85	826	dreamcast	./roms/NFL 2K (USA).chd
dc	Record of Lodoss War (USA)	85	464	dreamcast	./roms/Record of Lodoss War (USA).chd
dc	Samba de Amigo Ver.2000 (Japan)	85	1132	dreamcast	./roms/Samba de Amigo ver. 2000 (Japan).chd
dc	Spider-Man (USA)	85	643	dreamcast	./roms/Spider-Man (USA).chd
dc	Star Wars : Episode I Jedi Power Battles (USA)	85	499	dreamcast	./roms/Star Wars Episode I - Jedi Power Battles (USA).chd
dc	Street Fighter Alpha 3 (USA)	85	673	dreamcast	./roms/Street Fighter Alpha 3 (USA).chd
dc	4x4 Evo (USA)	85	343	dreamcast	./roms/4x4 Evolution (USA).chd
famicom	Holy Diver (Japan) (Translated En)	85	0	famicom	./roms/Holy Diver (Japan) (Translated En).zip
famicom	Juuryoku Soukou Metal Storm (Japan) (Translated En)	85	0	famicom	./roms/Juuryoku Soukou Metal Storm (Japan) (Translated En).zip
famicom	Rampart (Japan) (Translated En)	85	0	famicom	./roms/Rampart (Japan) (Translated En).zip
famicom	Heracles no Eikou II : Titan no Metsubou (Japan) (Translated En)	85	0	famicom	./roms/Heracles no Eikou II - Titan no Metsubou (Japan) (Translated En).zip
gamegear	Doraemon : Waku Waku Pocket Paradise (Japan)	85	0	gamegear	./roms/Doraemon - Waku Waku Pocket Paradise (Japan).zip
gamegear	GG Aleste (Japan)	85	0	gamegear	./roms/GG Aleste (Japan).zip
gb	Monster Max (Europe)	85	0	gb	./roms/Monster Max (Europe).zip
gb	Nekketsu Koukou Soccer-bu : World Cup Hen (USA, Europe)	85	0	gb	./roms/Nintendo World Cup (USA, Europe).zip
gb	Pocket Bomberman (Europe)	85	0	gb	./roms/Pocket Bomberman (Europe).zip
gb	Tetris Flash (USA, Europe)	85	0	gb	./roms/Tetris 2 (USA, Europe).zip
gb	Nettou World Heroes 2 Jet (USA, Europe)	85	0	gb	./roms/World Heroes 2 Jet (USA, Europe).zip
gb	Puzzle Boy II (USA)	85	0	gb	./roms/A-mazing Tater (USA).zip
gb	Shikinjou (Japan)	85	0	gb	./roms/Shikinjou (Japan).zip
gb	Aladdin (USA)	85	0	gb	./roms/Aladdin (USA).zip
gba	Dogz (USA)	85	3	gba	./roms/Dogz (USA).zip
gba	Dragon Ball Z : The Legacy of Goku 2 (USA)	85	7	gba	./roms/Dragon Ball Z - The Legacy of Goku II (USA).zip
gba	Road Trip : Shifting Gears (USA)	85	3	gba	./roms/Road Trip - Shifting Gears (USA).zip
gba	The King of Fighters EX : Neo Blood (USA)	85	4	gba	./roms/King of Fighters EX, The - NeoBlood (USA).zip
gba	The King of Fighters EX 2 : Howling Blood (USA)	85	6	gba	./roms/King of Fighters EX2, The - Howling Blood (USA).zip
gba	Tennis Masters Series 2003 (Europe)	85	2	gba	./roms/Tennis Masters Series 2003 (Europe).zip
gba	Winter Sports (Europe)	85	2	gba	./roms/Winter Sports (Europe).zip
gba	World Poker Tour (USA)	85	2	gba	./roms/World Poker Tour (USA).zip
gba	Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006 (USA)	85	20	gba	./roms/Yu-Gi-Oh! - Ultimate Masters - World Championship Tournament 2006 (USA).zip
gbah	Golden Sun : The Lost Age (X)	85	13	gbah	./roms/Golden Sun II - The Lost Age_RS (X).zip
gbah	Castlevania : Harmony of Dissonance	85	6	gbah	./roms/Castlevania - Revenge On Findesiecle X.zip
gbc	Bugs Bunny & Lola Bunny : Operation Carrots (Europe) (En,Fr,De,Es,It,Nl)	85	0	gbc	./roms/Bugs Bunny & Lola Bunny - Operation Carrots (Europe) (En,Fr,De,Es,It,Nl).zip
gbc	International Karate 2000 (Europe)	85	0	gbc	./roms/International Karate 2000 (Europe).zip
gbc	Rayman : Mister Dark no Wana (USA)	85	1	gbc	./roms/Rayman (USA).zip
gbc	Shadowgate Return (USA, Europe) (Rev A)	85	0	gbc	./roms/Shadowgate Classic (USA, Europe) (Rev A).zip
gbc	Stranded Kids (Europe) (En,Fr,De)	85	0	gbc	./roms/Stranded Kids (Europe) (En,Fr,De).zip
genesish	Metal Sonic Hyperdrive	85	1	genesish	./roms/Metal Sonic Hyperdrive.zip
genesish	Sonic the Hedgehog Megamix	85	1	genesish	./roms/Sonic 1 Megamix.zip
genesish	Ultimate Mortal Kombat Trilogy	85	10	genesish	./roms/Ultimate Mortal Kombat Trilogy.zip
intellivision	The Dreadnaught Factor (World)	85	0	intellivision	./roms/Dreadnaught Factor, The (World).zip
intellivision	Dracula (World)	85	0	intellivision	./roms/Dracula (World).zip
intellivision	Frog Bog (World)	85	0	intellivision	./roms/Frog Bog (World).zip
intellivision	Pitfall! (World)	85	0	intellivision	./roms/Pitfall! (World).zip
intellivision	Burgertime (World)	85	0	intellivision	./roms/BurgerTime (World).zip
jaguar	Cannon Fodder (World)	85	2	jaguar	./roms/Cannon Fodder (World).zip
jaguar	Protector : Special Edition (World)	85	1	jaguar	./roms/Protector - Special Edition (World).zip
jaguar	Tempest 2000 (World)	85	1	jaguar	./roms/Tempest 2000 (World).zip
jaguar	Super Burnout (World)	85	2	jaguar	./roms/Super Burnout (World).zip
jaguar	Towers II : Plight of the Stargazer (World)	85	2	jaguar	./roms/Towers II (World).zip
lynx	Robotron : 2084 (USA, Europe)	85	0	lynx	./roms/Robotron 2084 (USA, Europe).zip
lynx	Crystal Mines II (USA, Europe)	85	0	lynx	./roms/Crystal Mines II (USA, Europe).zip
lynx	Shanghai (USA, Europe)	85	0	lynx	./roms/Shanghai (USA, Europe).zip
lynx	Super Skweek (USA, Europe)	85	0	lynx	./roms/Super Skweek (USA, Europe).zip
mastersystemh	Bubble Bobble (Improvement)	85	0	mastersystemh	./roms/Bubble Bobble (Improvement).sms
megadrive	Battle Mania Daiginjou (Japan, Korea)	85	1	megadrive	./roms/Japan/Battle Mania Daiginjou (Japan, Korea).zip
megadrive	Beavis and Butt-Head (Europe)	85	1	megadrive	./roms/Europe/Beavis and Butt Head (Europe).7z
megadrive	Bishoujo Senshi Sailor Moon (Japan)	85	1	megadrive	./roms/Japan/Bishoujo Senshi Sailor Moon (Japan).zip
megadrive	European Club Soccer (Europe)	85	0	megadrive	./roms/Europe/European Club Soccer (Europe).zip
megadrive	J. League Champion Soccer (Japan)	85	0	megadrive	./roms/Japan/J. League Champion Soccer (Japan).zip
megadrive	James Pond 3 (Europe)	85	1	megadrive	./roms/Europe/James Pond 3 (Europe).7z
megadrive	Pepenga Pengo (Japan)	85	0	megadrive	./roms/Japan/Pepenga Pengo (Japan).zip
megadrive	Pulseman (Japan)	85	1	megadrive	./roms/Japan/Pulseman (Japan).zip
megadrive	Pyramid Magic (Japan) (SegaNet)	85	0	megadrive	./roms/Japan/Pyramid Magic (Japan) (SegaNet).zip
megadrive	Sonic & Knuckles + Sonic the Hedgehog : Blue Sphere (World)	85	2	genesis	./roms/Sonic & Knuckles + Sonic the Hedgehog (World).zip
megadrive	Sonic & Knuckles + Sonic The Hedgehog 2 (World)	85	2	genesis	./roms/Sonic & Knuckles + Sonic the Hedgehog 2 (World).zip
megadrive	Sonic & Knuckles + Sonic The Hedgehog 3 (World)	85	3	genesis	./roms/Sonic & Knuckles + Sonic the Hedgehog 3 (World).zip
megadrive	Surging Aura (Japan)	85	1	megadrive	./roms/Japan/Surging Aura (Japan).zip
megadrive	Yu Yu Hakusho : Makyou Toitsusen (Japan)	85	1	megadrive	./roms/Japan/Yu Yu Hakusho - Makyou Toitsusen (Japan).zip
megadrive	GrandSlam : The Tennis Tournament (Europe)	85	0	megadrive	./roms/Europe/GrandSlam   The Tennis Tournament (Europe).zip
megadrive	Mega Games 2 (Europe)	85	1	megadrive	./roms/Europe/Mega Games 2 (Europe).7z
megadrive	Wiz'n'Liz : The Frantic Wabbit Wescue (Europe)	85	1	megadrive	./roms/Europe/Wiz'n'Liz   The Frantic Wabbit Wescue (Europe).7z
megadrive	Ecco the Dolphin II (Japan)	85	1	megadrive	./roms/Japan/Ecco the Dolphin II (Japan).zip
megadrive	Ex-Ranza (Japan)	85	1	megadrive	./roms/Japan/Ex-Ranza (Japan).zip
megadrive	General Chaos Daikonsen (Japan)	85	1	megadrive	./roms/Japan/General Chaos Daikonsen (Japan).zip
megadrive	GrandSlam : The Tennis Tournament '92 (Japan)	85	0	megadrive	./roms/Japan/GrandSlam - The Tennis Tournament '92 (Japan).zip
megadrive	Juusou Kihei Leynos (Japan)	85	0	megadrive	./roms/Japan/Juusou Kihei Leynos (Japan).zip
megadrive	Mugen Senshi Valis (Japan)	85	1	megadrive	./roms/Japan/Mugen Senshi Valis (Japan).zip
megadrive	Ristar : The Shooting Star (Japan, Korea)	85	1	megadrive	./roms/Japan/Ristar - The Shooting Star (Japan, Korea).zip
megadrive	Rockman : Mega World (Japan)	85	1	megadrive	./roms/Japan/Rockman - Mega World (Japan).zip
megadrive	Shin Souseiki Ragnacenty (Japan)	85	1	megadrive	./roms/Japan/Shin Souseiki Ragnacenty (Japan).zip
