what	file	became
renamed	mastersystem/Rastan (USA, Europe).sms	mastersystem/Rastan (USA, Europe, Brazil) (En).sms
renamed	mastersystem/WWF Wrestlemania - Steel Cage Challenge (Europe).sms	mastersystem/WWF Wrestlemania - Steel Cage Challenge (Europe, Brazil) (En).sms
renamed	mastersystem/Golden Axe (USA, Europe).sms	mastersystem/Golden Axe (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Dynamite Headdy (Brazil).sms	mastersystem/Dynamite Headdy (Brazil) (En).sms
renamed	mastersystem/C_So! (Korea) (Unl).sms	mastersystem/C_So! (Korea) (En).sms
renamed	mastersystem/Sega Chess (Europe).sms	mastersystem/Sega Chess (Europe, Brazil) (En).sms
renamed	mastersystem/Cloud Master (USA, Europe).sms	mastersystem/Cloud Master (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Sonic Spinball (Europe).sms	mastersystem/Sonic Spinball (Europe, Brazil) (En).sms
renamed	mastersystem/Sonic Blast (Brazil).sms	mastersystem/Sonic Blast (Brazil) (En).sms
renamed	mastersystem/Simpsons, The - Bart vs. the World (Europe).sms	mastersystem/Simpsons, The - Bart vs. The World (Europe, Brazil) (En).sms
renamed	mastersystem/Lucky Dime Caper Starring Donald Duck, The (Europe).sms	mastersystem/Lucky Dime Caper Starring Donald Duck, The (Europe, Brazil) (En).sms
renamed	mastersystem/Earthworm Jim (Brazil).sms	mastersystem/Earthworm Jim (Brazil) (En).sms
renamed	mastersystem/Ayrton Senna's Super Monaco GP II (Europe).sms	mastersystem/Ayrton Senna's Super Monaco GP II (Europe, Brazil) (En).sms
renamed	mastersystem/Slap Shot (USA).sms	mastersystem/Slap Shot (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Fantasy Zone - The Maze (USA, Europe).sms	mastersystem/Fantasy Zone - The Maze (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Masters of Combat (Europe).sms	mastersystem/Masters of Combat (Europe, Brazil) (En).sms
renamed	mastersystem/TransBot (USA, Europe).sms	mastersystem/TransBot (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Nemesis (Korea).sms	mastersystem/Nemesis (Korea) (En).sms
renamed	mastersystem/Knightmare II - The Maze of Galious (Korea).sms	mastersystem/Knightmare II (Korea) (En).sms
renamed	mastersystem/Incredible Crash Dummies, The (Europe).sms	mastersystem/Incredible Crash Dummies, The (Europe, Brazil) (En).sms
renamed	mastersystem/Alex Kidd in Miracle World (USA, Europe) (Rev 1).sms	mastersystem/Alex Kidd in Miracle World (USA, Europe, Brazil) (En) (Rev 1).sms
renamed	mastersystem/Dr. Hello (Korea) (Unl).sms	mastersystem/Dr. HELLO (Korea) (En).sms
renamed	mastersystem/Psychic World (Europe).sms	mastersystem/Psychic World (Europe, Brazil) (En).sms
renamed	mastersystem/Desert Speedtrap Starring Road Runner and Wile E. Coyote (Europe) (En,Fr,De,Es,It).sms	mastersystem/Desert Speedtrap Starring Road Runner and Wile E. Coyote (Europe, Brazil) (En,Fr,De,Es,It).sms
renamed	mastersystem/Alien Syndrome (USA, Europe).sms	mastersystem/Alien Syndrome (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Black Belt (USA, Europe).sms	mastersystem/Black Belt (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Andre Agassi Tennis (Europe).sms	mastersystem/Andre Agassi Tennis (Europe, Brazil) (En).sms
renamed	mastersystem/Streets of Rage (Europe).sms	mastersystem/Streets of Rage (Europe, Brazil) (En).sms
renamed	mastersystem/Columns (USA, Europe).sms	mastersystem/Columns (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Excellent Dizzy Collection, The (USA, Europe) (En,Fr,De,Es,It) (Proto).sms	mastersystem/Excellent Dizzy Collection, The (Europe) (En,Fr,De,Es,It) (Proto).sms
renamed	mastersystem/Satellite 7 (Japan).sms	mastersystem/Satellite 7 (Japan) (En).sms
renamed	mastersystem/New Boggle Boggle 2 (Korea) (Unl).sms	mastersystem/New Boggle Boggle 2 (Korea) (En).sms
renamed	mastersystem/Operation Wolf (Europe).sms	mastersystem/Operation Wolf (Europe, Brazil) (En).sms
renamed	mastersystem/Indiana Jones and the Last Crusade (Europe).sms	mastersystem/Indiana Jones and the Last Crusade (Europe, Brazil) (En).sms
renamed	mastersystem/Chuck Rock (Europe).sms	mastersystem/Chuck Rock (Europe, Brazil) (En).sms
renamed	mastersystem/Penguin Adventure (Korea) (Unl) (Pirate).sms	mastersystem/Penguin Adventure (Korea) (En).sms
renamed	mastersystem/Jurassic Park (Europe).sms	mastersystem/Jurassic Park (Europe, Brazil) (En).sms
renamed	mastersystem/Ghostbusters (USA, Europe).sms	mastersystem/Ghostbusters (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Xenon 2 - Megablast (Europe) (Image Works).sms	mastersystem/Xenon 2 - Megablast (Europe).sms
renamed	mastersystem/Dick Tracy (USA, Europe).sms	mastersystem/Dick Tracy (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Ariel - The Little Mermaid (Brazil).sms	mastersystem/Ariel - The Little Mermaid (Brazil) (En).sms
renamed	mastersystem/Bonanza Bros. (Europe).sms	mastersystem/Bonanza Bros. (Europe, Brazil) (En).sms
renamed	mastersystem/Alex Kidd BMX Trial (Japan).sms	mastersystem/BMX Trial - Alex Kidd (Japan) (En).sms
renamed	mastersystem/Lord of the Sword (USA, Europe).sms	mastersystem/Lord of the Sword (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Mercs (Europe).sms	mastersystem/Mercs (Europe, Brazil) (En).sms
renamed	mastersystem/Psycho Fox (USA, Europe).sms	mastersystem/Psycho Fox (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Summer Games (Europe).sms	mastersystem/Summer Games (Europe, Brazil) (En).sms
renamed	mastersystem/Mick & Mack as the Global Gladiators (Europe).sms	mastersystem/Global Gladiators (Europe, Brazil) (En).sms
renamed	mastersystem/Power Strike (USA, Europe).sms	mastersystem/Power Strike (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Scramble Spirits (Europe).sms	mastersystem/Scramble Spirits (Europe, Brazil) (En).sms
renamed	mastersystem/Bubble Bobble (Europe).sms	mastersystem/Bubble Bobble (Europe, Brazil) (En).sms
renamed	mastersystem/Alien 3 (Europe).sms	mastersystem/Alien 3 (Europe, Brazil) (En).sms
renamed	mastersystem/Running Battle (Europe).sms	mastersystem/Running Battle (Europe, Brazil) (En).sms
renamed	mastersystem/Lemmings (Europe).sms	mastersystem/Lemmings (Europe, Brazil) (En).sms
renamed	mastersystem/Mortal Kombat (Europe).sms	mastersystem/Mortal Kombat (Europe, Brazil) (En).sms
renamed	mastersystem/Ys - The Vanished Omens (USA, Europe).sms	mastersystem/Ys - The Vanished Omens (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Spider-Man - Return of the Sinister Six (Europe).sms	mastersystem/Spider-Man - Return of the Sinister Six (Europe, Brazil) (En).sms
renamed	mastersystem/Batman Returns (Europe).sms	mastersystem/Batman Returns (Europe, Brazil) (En).sms
renamed	mastersystem/Gangster Town (USA, Europe).sms	mastersystem/Gangster Town (USA, Europe, Brazil) (En).sms
renamed	mastersystem/World Grand Prix (USA).sms	mastersystem/World Grand Prix (USA, Brazil) (En).sms
renamed	mastersystem/King & Balloon (Korea) (Unl).sms	mastersystem/King & Balloon (Korea) (En).sms
renamed	mastersystem/Comic Bakery (Korea).sms	mastersystem/Ppang Gongjang (Korea) (En).sms
renamed	mastersystem/Teddy Boy (USA, Europe).sms	mastersystem/Teddy Boy (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Cyber Shinobi, The (Europe).sms	mastersystem/Cyber Shinobi, The (Europe, Brazil) (En).sms
renamed	mastersystem/X-Men - Mojo World (Brazil).sms	mastersystem/X-Men - Mojo World (Brazil) (En).sms
renamed	mastersystem/Aerial Assault (USA).sms	mastersystem/Aerial Assault (USA, Brazil) (En).sms
renamed	mastersystem/Ghouls'n Ghosts (USA, Europe).sms	mastersystem/Ghouls'n Ghosts (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Out Run Europa (Europe).sms	mastersystem/OutRun Europa (Europe, Brazil) (En).sms
renamed	mastersystem/Poseidon Wars 3-D (USA, Europe).sms	mastersystem/Poseidon Wars 3-D (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Maze Hunter 3-D (USA, Europe).sms	mastersystem/Maze Hunter 3-D (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Taz-Mania (Europe).sms	mastersystem/Taz-Mania (Europe, Brazil) (En).sms
renamed	mastersystem/Renegade (Europe).sms	mastersystem/Renegade (Europe, Brazil) (En).sms
renamed	mastersystem/Rambo III (USA, Europe).sms	mastersystem/Rambo III (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Power Boggle Boggle (Korea) (Unl).sms	mastersystem/Power Boggle Boggle (Korea) (En).sms
renamed	mastersystem/Miracle Warriors - Seal of the Dark Lord (USA, Europe).sms	mastersystem/Miracle Warriors - Seal of The Dark Lord (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Sonic The Hedgehog (USA, Europe).sms	mastersystem/Sonic The Hedgehog (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Wimbledon II (Europe).sms	mastersystem/Wimbledon II (Europe, Brazil) (En).sms
renamed	mastersystem/Strider (USA, Europe).sms	mastersystem/Strider (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Tennis Ace (Europe).sms	mastersystem/Tennis Ace (Europe, Brazil) (En).sms
renamed	mastersystem/James Pond 2 - Codename RoboCod (Europe).sms	mastersystem/James Pond 2 - Codename RoboCod (Europe, Brazil) (En).sms
renamed	mastersystem/SpellCaster (USA, Europe).sms	mastersystem/SpellCaster (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Asterix and the Secret Mission (Europe) (En,Fr,De).sms	mastersystem/Asterix and the Secret Mission (Europe, Brazil) (En,Fr,De).sms
renamed	mastersystem/Castle of Illusion Starring Mickey Mouse (USA).sms	mastersystem/Castle of Illusion Starring Mickey Mouse (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Enduro Racer (USA, Europe).sms	mastersystem/Enduro Racer (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Great Volleyball (USA, Europe).sms	mastersystem/Great Volleyball (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Ultimate Soccer (Europe) (En,Fr,De,Es,It).sms	mastersystem/Ultimate Soccer (Europe, Brazil) (En,Fr,De,Es,It).sms
renamed	mastersystem/Prince of Persia (Europe).sms	mastersystem/Prince of Persia (Europe, Brazil) (En).sms
renamed	mastersystem/Lion King, The (Europe).sms	mastersystem/Lion King, The (Europe, Brazil) (En).sms
renamed	mastersystem/Space Harrier (Japan, USA).sms	mastersystem/Space Harrier (Japan, USA) (En).sms
renamed	mastersystem/Golfamania (Europe).sms	mastersystem/Golfamania (Europe, Brazil) (En).sms
renamed	mastersystem/Dead Angle (USA, Europe).sms	mastersystem/Dead Angle (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Pro Wrestling (USA, Europe).sms	mastersystem/Pro Wrestling (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Fantasy Zone II - The Tears of Opa-Opa (USA, Europe).sms	mastersystem/Fantasy Zone II (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Deep Duck Trouble Starring Donald Duck (Europe).sms	mastersystem/Deep Duck Trouble Starring Donald Duck (Europe, Brazil) (En).sms
renamed	mastersystem/Comical Machine Gun Joe (Taiwan).sms	mastersystem/Comical Machine Gun Joe (Taiwan) (En).sms
renamed	mastersystem/Toto World 3 (Korea) (Unl).sms	mastersystem/Toto World 3 (Korea) (En).sms
renamed	mastersystem/Three Dragon Story, The (Korea) (Unl).sms	mastersystem/Three Dragon Story, The (Korea) (En).sms
renamed	mastersystem/Monopoly (USA).sms	mastersystem/Monopoly (USA, Europe).sms
renamed	mastersystem/Dynamite Duke (Europe).sms	mastersystem/Dynamite Duke (Europe, Brazil) (En).sms
renamed	mastersystem/Sonic Chaos (Europe).zip	mastersystem/Sonic Chaos (Europe, Brazil) (En).zip
renamed	mastersystem/Baku Baku Animal (Brazil).sms	mastersystem/Baku Baku (Brazil) (En).sms
renamed	mastersystem/Heroes of the Lance (Europe).sms	mastersystem/Heroes of the Lance (Europe, Brazil) (En).sms
renamed	mastersystem/Rainbow Islands - Story of the Bubble Bobble 2 (Europe).sms	mastersystem/Rainbow Islands (Europe).sms
renamed	mastersystem/Power Strike II (Europe).sms	mastersystem/Power Strike II (Europe, Brazil) (En).sms
renamed	mastersystem/G-LOC Air Battle (Europe).sms	mastersystem/G-LOC - Air Battle (Europe, Brazil) (En).sms
renamed	mastersystem/Sonic's Edusoft (Unknown) (Proto).sms	mastersystem/Sonic's Edusoft (Europe) (Proto).sms
renamed	mastersystem/Michael Jackson's Moonwalker (USA, Europe).sms	mastersystem/Michael Jackson's Moonwalker (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Wanted (USA, Europe).sms	mastersystem/Wanted (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Zillion (USA) (Rev 1).sms	mastersystem/Zillion (USA, Europe) (Rev 1).sms
renamed	mastersystem/New Zealand Story, The (Europe).sms	mastersystem/NewZealand Story, The (Europe).sms
renamed	mastersystem/Line of Fire (Europe).sms	mastersystem/Line of Fire (Europe, Brazil) (En).sms
renamed	mastersystem/Thunder Blade (USA, Europe).sms	mastersystem/Thunder Blade (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Strider II (Europe).sms	mastersystem/Strider II (Europe, Brazil) (En).sms
renamed	mastersystem/Time Soldiers (USA, Europe).sms	mastersystem/Time Soldiers (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Street Master (Korea) (Unl).sms	mastersystem/Street Master (Korea) (En).sms
renamed	mastersystem/Virtua Fighter Animation (Brazil).sms	mastersystem/Virtua Fighter Animation (Brazil) (En).sms
renamed	mastersystem/Joe Montana Football (USA, Europe).sms	mastersystem/Joe Montana Football (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Shadow of the Beast (Europe).sms	mastersystem/Shadow of the Beast (Europe, Brazil) (En).sms
renamed	mastersystem/Road Fighter (Korea) (Unl).sms	mastersystem/Road Fighter (Korea) (En).sms
renamed	mastersystem/Basket Ball Nightmare (Europe).sms	mastersystem/Basketball Nightmare (Europe, Brazil) (En).sms
renamed	mastersystem/Pooyan (Korea).sms	mastersystem/Pooyan (Korea) (En).sms
renamed	mastersystem/Wonsiin (Korea) (Pirate).sms	mastersystem/Wonsiin (Korea) (En).sms
renamed	mastersystem/Spider-Man vs. The Kingpin (USA, Europe).sms	mastersystem/Spider-Man (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Marksman Shooting & Trap Shooting (USA).sms	mastersystem/Marksman Shooting & Trap Shooting (USA, Brazil) (En).sms
renamed	mastersystem/RoboCop 3 (Europe).sms	mastersystem/RoboCop 3 (Europe, Brazil) (En).sms
renamed	mastersystem/Sega World Tournament Golf (Europe).sms	mastersystem/Sega World Tournament Golf (Europe, Brazil) (En).sms
renamed	mastersystem/Smurfs, The (Europe) (En,Fr,De,Es).sms	mastersystem/Smurfs, The (Europe, Brazil) (En,Fr,De,Es).sms
renamed	mastersystem/Champions of Europe (Europe).sms	mastersystem/Champions of Europe (Europe, Brazil) (En).sms
renamed	mastersystem/Blade Eagle (World).sms	mastersystem/Blade Eagle 3-D (World).sms
renamed	mastersystem/Sagaia (Europe).zip	mastersystem/Sagaia (Europe, Brazil) (En).zip
renamed	mastersystem/Out Run (World).sms	mastersystem/OutRun (World).sms
renamed	mastersystem/Air Rescue (Europe).sms	mastersystem/Air Rescue (Europe, Brazil) (En).sms
renamed	mastersystem/Phantasy Star (USA, Europe) (Rev 3).sms	mastersystem/Phantasy Star (USA, Europe) (Rev A).sms
renamed	mastersystem/Kung Fu Kid (USA, Europe).sms	mastersystem/Kung Fu Kid (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Choplifter (USA, Europe).sms	mastersystem/Choplifter (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Dr. Robotnik's Mean Bean Machine (Europe).sms	mastersystem/Dr. Robotnik's Mean Bean Machine (Europe, Brazil) (En).sms
renamed	mastersystem/Sonic The Hedgehog 2 (Europe) (Rev 1).sms	mastersystem/Sonic The Hedgehog 2 (Europe, Brazil) (En) (Rev 1).sms
renamed	mastersystem/RoboCop versus The Terminator (Europe).sms	mastersystem/RoboCop Versus The Terminator (Europe, Brazil) (En).sms
renamed	mastersystem/Impossible Mission (Europe).sms	mastersystem/Impossible Mission (Europe, Brazil) (En).sms
renamed	mastersystem/Street Fighter II (Brazil).sms	mastersystem/Street Fighter II' (Brazil) (En).sms
renamed	mastersystem/Ultima IV - Quest of the Avatar (Europe).sms	mastersystem/Ultima IV - Quest of the Avatar (Europe, Brazil) (En).sms
renamed	mastersystem/Submarine Attack (Europe).sms	mastersystem/Submarine Attack (Europe, Brazil) (En).sms
renamed	mastersystem/Woody Pop - Shinjinrui no Block Kuzushi (Japan).sms	mastersystem/Woody Pop - Shinjinrui no Block Kuzushi (Japan) (En).sms
renamed	mastersystem/Galactic Protector (Japan).sms	mastersystem/Galactic Protector (Japan) (En).sms
renamed	mastersystem/Super Racing (Japan).sms	mastersystem/Super Racing (Japan) (En).sms
renamed	mastersystem/Flash, The (Europe).sms	mastersystem/Flash, The (Europe, Brazil) (En).sms
renamed	mastersystem/Ninja, The (USA, Europe).sms	mastersystem/Ninja, The (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Suho Cheonsa (Korea) (Unl).sms	mastersystem/Suho Jeonsa (Korea).sms
renamed	mastersystem/California Games (USA, Europe).sms	mastersystem/California Games (USA, Europe, Brazil) (En).sms
renamed	mastersystem/Gain Ground (Europe).sms	mastersystem/Gain Ground (Europe, Brazil) (En).sms
renamed	mastersystem/E.I. - Exa Innova (Korea).sms	mastersystem/E.I. - Exa Innova (Korea) (En).sms
renamed	mastersystem/Flintstones, The (Europe).sms	mastersystem/Flintstones, The (Europe, Brazil) (En).sms
renamed	mastersystem/World Cup Italia '90 (Europe).sms	mastersystem/World Cup Italia '90 (Europe, Brazil) (En).sms
renamed	mastersystem/Streets of Rage II (Europe).sms	mastersystem/Streets of Rage II (Europe, Brazil) (En).sms
renamed	mastersystem/Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil).sms	mastersystem/Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil) (En).sms
renamed	mastersystem/Block Hole (Korea) (Unl).sms	mastersystem/Sagak-ui Bimil (Korea) (En).sms
renamed	neo-geo-pocket/Neo Geo Cup '98 Plus (World) (En,Ja).ngc	neo-geo-pocket/NeoGeo Cup '98 Plus Color - Pocket Sports Series (World) (En,Ja).ngc
renamed	neo-geo-pocket/Pocket Love If (J).ngp	neo-geo-pocket/Pocket Love - if (Japan).ngp
renamed	neo-geo-pocket/Neo Dragon's Wild - Real Casino Series (World) (En,Ja) (v1.13).ngc	neo-geo-pocket/Neo Dragon's Wild - Pocket Casino Series (World) (En,Ja) (v13).ngc
renamed	neo-geo-pocket/Puzzle Link (Europe).ngc	neo-geo-pocket/Puzzle Link (USA, Europe).ngc
renamed	neo-geo-pocket/Dive Alert - Matt's Version (UE).ngp	neo-geo-pocket/Dive Alert - Matt's Version (USA, Europe).ngp
renamed	neo-geo-pocket/Neo Baccarat - Real Casino Series (World).ngc	neo-geo-pocket/Neo Baccarat - Pocket Casino Series (Japan, Europe) (En) (v16).ngc
renamed	neo-geo-pocket/Master of syougi (j) [!].ngp	neo-geo-pocket/Shougi no Tatsujin Color (Japan).ngp
renamed	neo-geo-pocket/Faselei! (Europe).ngc	neo-geo-pocket/Faselei! (USA, Europe).ngc
renamed	neo-geo-pocket/Neo Mystery Bonus - Real Casino Series (World) (En,Ja).ngc	neo-geo-pocket/Neo Mystery Bonus - Pocket Casino Series (World) (En,Ja).ngc
renamed	neo-geo-pocket/Evolution - Eternal Dungeons (Europe).ngc	neo-geo-pocket/Evolution - Eternal Dungeons (Europe) (vA1).ngc
renamed	neo-geo-pocket/Mizuki Shigeru Youkai Shashin Kan (J).ngp	neo-geo-pocket/Mizuki Shigeru no Youkai Shashinkan (Japan).ngp
renamed	neo-geo-pocket/Ganbare NeoPoke Kun (J).ngp	neo-geo-pocket/Ganbare Neo Poke-kun (Kari) (Japan).ngp
renamed	neo-geo-pocket/Cotton-Fantastic Night Dreams (UE).ngp	neo-geo-pocket/Fantastic Night Dreams - Cotton (Europe).ngp
renamed	neo-geo-pocket/Dive Alert - Becky's Version (UE).ngp	neo-geo-pocket/Dive Alert - Becky's Version (USA, Europe).ngp
renamed	pcengine/Susanoo Densetsu (Japan).pce	pcengine/Susanoou Densetsu (Japan).pce
renamed	pcengine/Darius Alpha (Japan).pce	pcengine/Darius Alpha (Japan) (En) (SG Enhanced).pce
renamed	pcengine/Champion Wrestler (Japan).pce	pcengine/Champion Wrestler (Japan) (En).pce
renamed	pcengine/Rastan Saga II (Japan).pce	pcengine/Rastan Saga II (Japan) (En).pce
renamed	pcengine/After Burner II (Japan).pce	pcengine/After Burner II (Japan) (En).pce
renamed	pcengine/Puzznic (Japan).pce	pcengine/Puzznic (Japan) (En).pce
renamed	pcengine/Tenseiryuu - Saint Dragon (Japan).pce	pcengine/Tenseiryuu - Saint Dragon (Japan) (En).pce
renamed	pcengine/Body Conquest II (Japan).pce	pcengine/Bodycon Quest II - Kyuseishu (Japan).pce
renamed	pcengine/Toy Shop Boys (Japan).pce	pcengine/Toy Shop Boys (Japan) (En).pce
renamed	pcengine/Final Soldier (Japan).pce	pcengine/Final Soldier (Japan) (En).pce
renamed	pcengine/Override (Japan).pce	pcengine/Override (Japan) (En).pce
renamed	pcengine/New Zealand Story, The (Japan).pce	pcengine/NewZealand Story, The (Japan) (En).pce
renamed	pcengine/Moto Roader II (Japan).pce	pcengine/Moto Roader II (Japan) (En).pce
renamed	pcengine/Bull Fight - Ring no Haja (Japan).pce	pcengine/Bull Fight - Ring no Hasha (Japan).pce
renamed	pcengine/F1 Triple Battle (Japan).pce	pcengine/F1 Triple Battle (Japan) (En).pce
renamed	pcengine/Hany on the Road (Japan).pce	pcengine/Hanii on the Road (Japan).pce
renamed	pcengine/Digital Champ (Japan).pce	pcengine/Digital Champ - Battle Boxing (Japan).pce
renamed	pcengine/Formation Soccer - Human Cup '90 (Japan).pce	pcengine/Formation Soccer - Human Cup '90 (Japan) (En).pce
